Datetime,Latitude,Longitude,Altitude [m ASL],Image Filename,Image Path
2022:10:27 15:38:37,42.866200750000004,-121.1339238888889,1566.721,00024.JPG,./Images/Fire/RGB/00024.JPG
2022:10:27 15:38:40,42.86661288888889,-121.13396922222223,1566.69,00025.JPG,./Images/Fire/RGB/00025.JPG
2022:10:27 15:38:43,42.867016694444445,-121.13410741666668,1566.768,00026.JPG,./Images/Fire/RGB/00026.JPG
2022:10:27 15:38:46,42.86738141666667,-121.13436022222223,1566.731,00027.JPG,./Images/Fire/RGB/00027.JPG
2022:10:27 15:38:49,42.86768658333333,-121.13471772222223,1566.706,00028.JPG,./Images/Fire/RGB/00028.JPG
2022:10:27 15:38:52,42.86793847222222,-121.1351478888889,1566.711,00029.JPG,./Images/Fire/RGB/00029.JPG
2022:10:27 15:38:55,42.868118555555554,-121.13564294444446,1566.783,00030.JPG,./Images/Fire/RGB/00030.JPG
2022:10:27 15:38:58,42.868223444444446,-121.13616911111112,1566.698,00031.JPG,./Images/Fire/RGB/00031.JPG
2022:10:27 15:39:05,42.86825775,-121.1367668888889,1566.706,00032.JPG,./Images/Fire/RGB/00032.JPG
2022:10:27 15:39:08,42.86825783333333,-121.13674125,1566.733,00033.JPG,./Images/Fire/RGB/00033.JPG
2022:10:27 15:39:11,42.86824244444445,-121.13641822222223,1566.772,00034.JPG,./Images/Fire/RGB/00034.JPG
2022:10:27 15:39:14,42.86816436111111,-121.1359631388889,1566.814,00035.JPG,./Images/Fire/RGB/00035.JPG
2022:10:27 15:39:17,42.86796694444445,-121.13559522222224,1566.699,00036.JPG,./Images/Fire/RGB/00036.JPG
2022:10:27 15:39:20,42.86772722222222,-121.13519052777778,1566.758,00037.JPG,./Images/Fire/RGB/00037.JPG
2022:10:27 15:39:23,42.86744213888889,-121.13488705555557,1566.695,00038.JPG,./Images/Fire/RGB/00038.JPG
2022:10:27 15:39:26,42.86711919444444,-121.13460666666667,1566.921,00039.JPG,./Images/Fire/RGB/00039.JPG
2022:10:27 15:39:29,42.86707466666667,-121.1345718888889,1566.726,00040.JPG,./Images/Fire/RGB/00040.JPG
2022:10:27 15:39:32,42.867245527777776,-121.13479758333334,1566.67,00041.JPG,./Images/Fire/RGB/00041.JPG
2022:10:27 15:39:35,42.86728155555556,-121.13477738888889,1566.705,00042.JPG,./Images/Fire/RGB/00042.JPG
2022:10:27 15:39:38,42.867210138888886,-121.13466677777778,1566.807,00043.JPG,./Images/Fire/RGB/00043.JPG
2022:10:27 15:40:11,42.866843027777776,-121.13437094444446,1566.705,00044.JPG,./Images/Fire/RGB/00044.JPG
2022:10:27 15:40:14,42.86684227777778,-121.13437111111112,1566.727,00045.JPG,./Images/Fire/RGB/00045.JPG
2022:10:27 15:40:17,42.86684322222222,-121.13437086111112,1566.76,00046.JPG,./Images/Fire/RGB/00046.JPG
2022:10:27 15:40:20,42.866843583333335,-121.13437091666667,1566.731,00047.JPG,./Images/Fire/RGB/00047.JPG
2022:10:27 15:40:23,42.86684352777778,-121.13437066666667,1566.772,00048.JPG,./Images/Fire/RGB/00048.JPG
2022:10:27 15:40:26,42.86684322222222,-121.13437075,1566.732,00049.JPG,./Images/Fire/RGB/00049.JPG
2022:10:27 15:40:29,42.86684338888889,-121.13437061111112,1566.753,00050.JPG,./Images/Fire/RGB/00050.JPG
2022:10:27 15:40:32,42.86684275,-121.13437102777779,1566.749,00051.JPG,./Images/Fire/RGB/00051.JPG
2022:10:27 15:40:35,42.86684258333334,-121.13437122222223,1566.736,00052.JPG,./Images/Fire/RGB/00052.JPG
2022:10:27 15:40:38,42.86684233333333,-121.13437105555556,1566.747,00053.JPG,./Images/Fire/RGB/00053.JPG
2022:10:27 15:40:41,42.866842,-121.1343716388889,1566.761,00054.JPG,./Images/Fire/RGB/00054.JPG
2022:10:27 15:40:44,42.866842,-121.13437130555556,1566.721,00055.JPG,./Images/Fire/RGB/00055.JPG
2022:10:27 15:40:47,42.86684125,-121.13437077777779,1566.74,00056.JPG,./Images/Fire/RGB/00056.JPG
2022:10:27 15:40:50,42.86684091666667,-121.13437091666667,1566.737,00057.JPG,./Images/Fire/RGB/00057.JPG
2022:10:27 15:40:54,42.86684088888889,-121.13437080555556,1566.749,00058.JPG,./Images/Fire/RGB/00058.JPG
2022:10:27 15:40:57,42.866840555555555,-121.13436975,1566.732,00059.JPG,./Images/Fire/RGB/00059.JPG
2022:10:27 15:41:00,42.86670702777778,-121.13438697222223,1566.77,00060.JPG,./Images/Fire/RGB/00060.JPG
2022:10:27 15:41:03,42.866443277777776,-121.13451547222223,1566.618,00061.JPG,./Images/Fire/RGB/00061.JPG
2022:10:27 15:41:06,42.86633511111111,-121.13463702777779,1566.491,00062.JPG,./Images/Fire/RGB/00062.JPG
2022:10:27 15:41:09,42.86653913888889,-121.13462572222222,1566.406,00063.JPG,./Images/Fire/RGB/00063.JPG
2022:10:27 15:41:12,42.86688383333333,-121.13461019444445,1566.498,00064.JPG,./Images/Fire/RGB/00064.JPG
2022:10:27 15:41:15,42.867271027777775,-121.13466552777778,1566.513,00065.JPG,./Images/Fire/RGB/00065.JPG
2022:10:27 15:41:18,42.86763602777778,-121.13488116666667,1566.532,00066.JPG,./Images/Fire/RGB/00066.JPG
2022:10:27 15:41:21,42.86798811111111,-121.13516661111112,1566.494,00067.JPG,./Images/Fire/RGB/00067.JPG
2022:10:27 15:41:24,42.86831622222222,-121.13549711111112,1566.498,00068.JPG,./Images/Fire/RGB/00068.JPG
2022:10:27 15:41:27,42.86858488888889,-121.13589119444445,1566.369,00069.JPG,./Images/Fire/RGB/00069.JPG
2022:10:27 15:41:30,42.86877961111111,-121.13633797222222,1566.471,00070.JPG,./Images/Fire/RGB/00070.JPG
2022:10:27 15:41:33,42.868919777777776,-121.13686811111111,1566.353,00071.JPG,./Images/Fire/RGB/00071.JPG
2022:10:27 15:41:36,42.86896575,-121.1374106388889,1566.455,00072.JPG,./Images/Fire/RGB/00072.JPG
2022:10:27 15:41:39,42.86893358333333,-121.13795980555557,1566.34,00073.JPG,./Images/Fire/RGB/00073.JPG
2022:10:27 15:41:42,42.868822888888886,-121.13848716666668,1566.388,00074.JPG,./Images/Fire/RGB/00074.JPG
2022:10:27 15:41:45,42.86864077777778,-121.13898269444445,1566.404,00075.JPG,./Images/Fire/RGB/00075.JPG
2022:10:27 15:41:48,42.868405055555556,-121.13944252777779,1566.394,00076.JPG,./Images/Fire/RGB/00076.JPG
2022:10:27 15:41:51,42.86816525,-121.13979658333334,1566.614,00077.JPG,./Images/Fire/RGB/00077.JPG
2022:10:27 15:41:54,42.86811513888889,-121.13986697222222,1566.442,00078.JPG,./Images/Fire/RGB/00078.JPG
2022:10:27 15:41:57,42.86811461111111,-121.13986755555557,1566.409,00079.JPG,./Images/Fire/RGB/00079.JPG
2022:10:27 15:42:00,42.868025333333335,-121.13993755555556,1566.407,00080.JPG,./Images/Fire/RGB/00080.JPG
2022:10:27 15:42:03,42.86776788888889,-121.14014277777778,1566.543,00081.JPG,./Images/Fire/RGB/00081.JPG
2022:10:27 15:42:06,42.86743608333333,-121.14044052777778,1566.633,00082.JPG,./Images/Fire/RGB/00082.JPG
2022:10:27 15:42:09,42.86710155555556,-121.1405628888889,1566.688,00083.JPG,./Images/Fire/RGB/00083.JPG
2022:10:27 15:42:12,42.866759333333334,-121.14044641666668,1566.688,00084.JPG,./Images/Fire/RGB/00084.JPG
2022:10:27 15:42:15,42.86647711111111,-121.14015741666667,1566.65,00085.JPG,./Images/Fire/RGB/00085.JPG
2022:10:27 15:42:18,42.86625244444445,-121.13975602777778,1566.757,00086.JPG,./Images/Fire/RGB/00086.JPG
2022:10:27 15:42:21,42.86614541666667,-121.13928069444445,1566.75,00087.JPG,./Images/Fire/RGB/00087.JPG
2022:10:27 15:42:24,42.86615825,-121.13877902777779,1566.701,00088.JPG,./Images/Fire/RGB/00088.JPG
2022:10:27 15:42:27,42.86623491666667,-121.13832919444445,1566.901,00089.JPG,./Images/Fire/RGB/00089.JPG
2022:10:27 15:42:30,42.866245416666665,-121.1382483888889,1566.69,00090.JPG,./Images/Fire/RGB/00090.JPG
2022:10:27 15:42:33,42.866244972222226,-121.13824866666667,1566.696,00091.JPG,./Images/Fire/RGB/00091.JPG
2022:10:27 15:42:36,42.86624527777778,-121.1382493888889,1566.746,00092.JPG,./Images/Fire/RGB/00092.JPG
2022:10:27 15:42:39,42.866258055555555,-121.13819358333333,1566.704,00093.JPG,./Images/Fire/RGB/00093.JPG
2022:10:27 15:42:42,42.866378250000004,-121.13792252777779,1566.719,00094.JPG,./Images/Fire/RGB/00094.JPG
2022:10:27 15:42:45,42.866610305555554,-121.13763222222222,1566.744,00095.JPG,./Images/Fire/RGB/00095.JPG
2022:10:27 15:42:48,42.86692994444444,-121.1374036388889,1566.692,00096.JPG,./Images/Fire/RGB/00096.JPG
2022:10:27 15:42:51,42.86728111111111,-121.13735608333334,1566.679,00097.JPG,./Images/Fire/RGB/00097.JPG
2022:10:27 15:42:54,42.86756336111111,-121.13754850000001,1566.522,00098.JPG,./Images/Fire/RGB/00098.JPG
2022:10:27 15:42:57,42.867746277777776,-121.13779311111112,1566.345,00099.JPG,./Images/Fire/RGB/00099.JPG
2022:10:27 15:43:00,42.867802222222224,-121.13772827777778,1565.44,00100.JPG,./Images/Fire/RGB/00100.JPG
2022:10:27 15:43:03,42.867966333333335,-121.1373798888889,1567.703,00101.JPG,./Images/Fire/RGB/00101.JPG
2022:10:27 15:43:06,42.86814647222222,-121.1368975,1567.756,00102.JPG,./Images/Fire/RGB/00102.JPG
2022:10:27 15:43:09,42.868242055555555,-121.13632197222223,1567.795,00103.JPG,./Images/Fire/RGB/00103.JPG
2022:10:27 15:43:12,42.86832444444445,-121.13572547222223,1567.661,00104.JPG,./Images/Fire/RGB/00104.JPG
2022:10:27 15:43:15,42.868332555555554,-121.13512352777778,1567.902,00105.JPG,./Images/Fire/RGB/00105.JPG
2022:10:27 15:43:18,42.86814761111111,-121.13465094444445,1568.676,00106.JPG,./Images/Fire/RGB/00106.JPG
2022:10:27 15:43:21,42.86785036111111,-121.13429666666667,1568.707,00107.JPG,./Images/Fire/RGB/00107.JPG
2022:10:27 15:43:24,42.867499611111114,-121.13401172222223,1568.731,00108.JPG,./Images/Fire/RGB/00108.JPG
2022:10:27 15:43:27,42.867129222222225,-121.13379133333333,1568.767,00109.JPG,./Images/Fire/RGB/00109.JPG
2022:10:27 15:43:30,42.866737444444446,-121.13367066666667,1568.698,00110.JPG,./Images/Fire/RGB/00110.JPG
2022:10:27 15:43:33,42.86632891666667,-121.13365033333334,1568.667,00111.JPG,./Images/Fire/RGB/00111.JPG
2022:10:27 15:43:36,42.865919222222225,-121.13373911111111,1568.792,00112.JPG,./Images/Fire/RGB/00112.JPG
2022:10:27 15:43:39,42.86551294444445,-121.13390580555556,1568.669,00113.JPG,./Images/Fire/RGB/00113.JPG
2022:10:27 17:46:56,42.863222916666665,-121.13960483333334,1587.439,00114.JPG,./Images/Fire/RGB/00114.JPG
2022:10:27 17:46:58,42.86304697222222,-121.13962305555556,1587.329,00115.JPG,./Images/Fire/RGB/00115.JPG
2022:10:27 17:47:00,42.86282747222222,-121.13961080555556,1587.536,00116.JPG,./Images/Fire/RGB/00116.JPG
2022:10:27 17:47:02,42.86266061111111,-121.13954255555556,1587.644,00117.JPG,./Images/Fire/RGB/00117.JPG
2022:10:27 17:47:04,42.862613055555556,-121.13936227777778,1587.886,00118.JPG,./Images/Fire/RGB/00118.JPG
2022:10:27 17:47:06,42.8626545,-121.13911788888889,1587.916,00119.JPG,./Images/Fire/RGB/00119.JPG
2022:10:27 17:47:08,42.86279286111111,-121.13890097222223,1587.883,00120.JPG,./Images/Fire/RGB/00120.JPG
2022:10:27 17:47:10,42.86295419444445,-121.13866997222223,1587.885,00121.JPG,./Images/Fire/RGB/00121.JPG
2022:10:27 17:47:12,42.86306966666667,-121.13836997222222,1587.848,00122.JPG,./Images/Fire/RGB/00122.JPG
2022:10:27 17:47:14,42.86305975,-121.13806480555556,1587.908,00123.JPG,./Images/Fire/RGB/00123.JPG
2022:10:27 17:47:16,42.86295475,-121.13775997222223,1587.928,00124.JPG,./Images/Fire/RGB/00124.JPG
2022:10:27 17:47:18,42.86277525,-121.13749975,1587.917,00125.JPG,./Images/Fire/RGB/00125.JPG
2022:10:27 17:47:20,42.86260630555556,-121.13719827777778,1587.915,00126.JPG,./Images/Fire/RGB/00126.JPG
2022:10:27 17:47:22,42.862441833333335,-121.13691325,1588.057,00127.JPG,./Images/Fire/RGB/00127.JPG
2022:10:27 17:47:24,42.862380972222226,-121.13682355555557,1587.857,00128.JPG,./Images/Fire/RGB/00128.JPG
2022:10:27 17:47:26,42.862374,-121.13681527777779,1587.807,00129.JPG,./Images/Fire/RGB/00129.JPG
2022:10:27 17:47:28,42.86241347222222,-121.13678594444445,1587.896,00130.JPG,./Images/Fire/RGB/00130.JPG
2022:10:27 17:47:30,42.86255194444445,-121.13667266666667,1587.878,00131.JPG,./Images/Fire/RGB/00131.JPG
2022:10:27 17:47:32,42.8627485,-121.1365705,1587.847,00132.JPG,./Images/Fire/RGB/00132.JPG
2022:10:27 17:47:34,42.863012194444444,-121.13654691666667,1587.862,00133.JPG,./Images/Fire/RGB/00133.JPG
2022:10:27 17:47:38,42.86324125,-121.13652997222223,1587.891,00134.JPG,./Images/Fire/RGB/00134.JPG
2022:10:27 17:47:41,42.86333361111111,-121.1365098888889,1587.892,00135.JPG,./Images/Fire/RGB/00135.JPG
2022:10:27 17:47:44,42.863590361111115,-121.13636905555556,1587.897,00136.JPG,./Images/Fire/RGB/00136.JPG
2022:10:27 17:47:47,42.86394388888889,-121.13615044444445,1587.927,00137.JPG,./Images/Fire/RGB/00137.JPG
2022:10:27 17:47:50,42.864355805555554,-121.13599252777779,1587.911,00138.JPG,./Images/Fire/RGB/00138.JPG
2022:10:27 17:47:53,42.86474588888889,-121.13593269444445,1587.953,00139.JPG,./Images/Fire/RGB/00139.JPG
2022:10:27 17:47:56,42.86492977777778,-121.1359533888889,1587.872,00140.JPG,./Images/Fire/RGB/00140.JPG
2022:10:27 17:47:59,42.86507019444445,-121.13565247222223,1587.931,00141.JPG,./Images/Fire/RGB/00141.JPG
2022:10:27 17:48:02,42.86503138888889,-121.13525897222223,1587.923,00142.JPG,./Images/Fire/RGB/00142.JPG
2022:10:27 17:48:05,42.86480508333334,-121.1348703888889,1587.864,00143.JPG,./Images/Fire/RGB/00143.JPG
2022:10:27 17:48:08,42.86449088888889,-121.13454994444444,1587.874,00144.JPG,./Images/Fire/RGB/00144.JPG
2022:10:27 17:48:11,42.864137,-121.13430930555556,1587.779,00145.JPG,./Images/Fire/RGB/00145.JPG
2022:10:27 17:48:14,42.863775527777776,-121.13419794444445,1587.916,00146.JPG,./Images/Fire/RGB/00146.JPG
2022:10:27 17:48:17,42.86341177777778,-121.13430244444446,1587.865,00147.JPG,./Images/Fire/RGB/00147.JPG
2022:10:27 17:48:20,42.86304030555556,-121.13444855555557,1587.937,00148.JPG,./Images/Fire/RGB/00148.JPG
2022:10:27 17:48:23,42.86263041666667,-121.13442722222223,1588.064,00149.JPG,./Images/Fire/RGB/00149.JPG
2022:10:27 17:48:26,42.862301333333335,-121.13417516666668,1587.976,00150.JPG,./Images/Fire/RGB/00150.JPG
2022:10:27 17:48:29,42.862017638888894,-121.13377908333334,1588.132,00151.JPG,./Images/Fire/RGB/00151.JPG
2022:10:27 17:48:32,42.861850833333335,-121.13331208333332,1588.091,00152.JPG,./Images/Fire/RGB/00152.JPG
2022:10:27 17:48:35,42.86178925,-121.13274955555555,1588.037,00153.JPG,./Images/Fire/RGB/00153.JPG
2022:10:27 17:48:38,42.86178702777778,-121.13215149999999,1587.973,00154.JPG,./Images/Fire/RGB/00154.JPG
2022:10:27 17:48:41,42.861789111111115,-121.13151180555555,1588.03,00155.JPG,./Images/Fire/RGB/00155.JPG
2022:10:27 17:48:44,42.86179938888889,-121.13093825,1587.993,00156.JPG,./Images/Fire/RGB/00156.JPG
2022:10:27 17:48:47,42.86182766666667,-121.13035297222221,1588.073,00157.JPG,./Images/Fire/RGB/00157.JPG
2022:10:27 17:48:50,42.86199369444444,-121.1298808611111,1588.04,00158.JPG,./Images/Fire/RGB/00158.JPG
2022:10:27 17:48:53,42.86212780555556,-121.12935433333332,1588.117,00159.JPG,./Images/Fire/RGB/00159.JPG
2022:10:27 17:48:56,42.86205563888889,-121.12887155555555,1588.077,00160.JPG,./Images/Fire/RGB/00160.JPG
2022:10:27 17:48:59,42.861806083333335,-121.1284728611111,1588.108,00161.JPG,./Images/Fire/RGB/00161.JPG
2022:10:27 17:49:02,42.86147722222223,-121.12810855555554,1588.183,00162.JPG,./Images/Fire/RGB/00162.JPG
2022:10:27 17:49:05,42.86117516666667,-121.12777924999999,1588.205,00163.JPG,./Images/Fire/RGB/00163.JPG
2022:10:27 17:49:08,42.86080586111111,-121.12774316666666,1588.107,00164.JPG,./Images/Fire/RGB/00164.JPG
2022:10:27 17:49:11,42.860436666666665,-121.12787513888888,1588.081,00165.JPG,./Images/Fire/RGB/00165.JPG
2022:10:27 17:49:14,42.860046805555555,-121.12809713888888,1588.098,00166.JPG,./Images/Fire/RGB/00166.JPG
2022:10:27 17:49:20,42.859246194444445,-121.12862777777777,1588.159,00167.JPG,./Images/Fire/RGB/00167.JPG
2022:10:27 17:49:23,42.85884988888889,-121.12889863888888,1588.14,00168.JPG,./Images/Fire/RGB/00168.JPG
2022:10:27 17:49:26,42.8584485,-121.12913919444443,1588.166,00169.JPG,./Images/Fire/RGB/00169.JPG
2022:10:27 17:49:29,42.85803694444444,-121.12938075,1588.247,00170.JPG,./Images/Fire/RGB/00170.JPG
2022:10:27 17:49:32,42.85785488888889,-121.12951675,1588.516,00171.JPG,./Images/Fire/RGB/00171.JPG
2022:10:27 17:49:35,42.85789191666667,-121.12957999999999,1588.469,00172.JPG,./Images/Fire/RGB/00172.JPG
2022:10:27 17:49:38,42.85806291666667,-121.12984252777777,1588.498,00173.JPG,./Images/Fire/RGB/00173.JPG
2022:10:27 17:49:41,42.85826325,-121.13016538888888,1588.532,00174.JPG,./Images/Fire/RGB/00174.JPG
2022:10:27 19:00:13,42.86331727777778,-121.13632586111112,1569.714,00175.JPG,./Images/Fire/RGB/00175.JPG
2022:10:27 19:00:16,42.86331530555556,-121.13640669444445,1569.645,00176.JPG,./Images/Fire/RGB/00176.JPG
2022:10:27 19:00:19,42.86328952777778,-121.13677197222223,1569.784,00177.JPG,./Images/Fire/RGB/00177.JPG
2022:10:27 19:00:22,42.86323219444444,-121.13729727777779,1569.654,00178.JPG,./Images/Fire/RGB/00178.JPG
2022:10:27 19:00:25,42.86315369444445,-121.13790519444446,1569.629,00179.JPG,./Images/Fire/RGB/00179.JPG
2022:10:27 19:00:28,42.86320558333333,-121.13841344444445,1569.693,00180.JPG,./Images/Fire/RGB/00180.JPG
2022:10:27 19:00:31,42.863196555555554,-121.13882655555557,1569.472,00181.JPG,./Images/Fire/RGB/00181.JPG
2022:10:27 19:00:34,42.86318086111111,-121.13928336111111,1569.404,00182.JPG,./Images/Fire/RGB/00182.JPG
2022:10:27 19:00:37,42.86320588888889,-121.13982425,1569.355,00183.JPG,./Images/Fire/RGB/00183.JPG
2022:10:27 19:00:40,42.86322080555556,-121.1404191388889,1569.322,00184.JPG,./Images/Fire/RGB/00184.JPG
2022:10:27 19:00:43,42.86323491666667,-121.14103377777778,1569.339,00185.JPG,./Images/Fire/RGB/00185.JPG
2022:10:27 19:00:46,42.86333763888889,-121.14156775000001,1569.332,00186.JPG,./Images/Fire/RGB/00186.JPG
2022:10:27 19:00:49,42.86352327777778,-121.1420526388889,1569.328,00187.JPG,./Images/Fire/RGB/00187.JPG
2022:10:27 19:00:52,42.86366625,-121.14259022222222,1569.381,00188.JPG,./Images/Fire/RGB/00188.JPG
2022:10:27 19:00:55,42.86382925,-121.14310533333334,1569.358,00189.JPG,./Images/Fire/RGB/00189.JPG
2022:10:27 19:00:58,42.86403311111111,-121.14362780555557,1569.299,00190.JPG,./Images/Fire/RGB/00190.JPG
2022:10:27 19:01:01,42.86429077777778,-121.14408633333333,1569.359,00191.JPG,./Images/Fire/RGB/00191.JPG
2022:10:27 19:01:16,42.865247555555555,-121.14548947222222,1566.822,00192.JPG,./Images/Fire/RGB/00192.JPG
2022:10:27 19:01:19,42.865225555555554,-121.14564827777778,1566.829,00193.JPG,./Images/Fire/RGB/00193.JPG
2022:10:27 19:16:15,42.863458083333335,-121.1388283888889,1627.082,00194.JPG,./Images/Fire/RGB/00194.JPG
2022:10:27 19:16:17,42.86345827777778,-121.13882819444446,1627.082,00195.JPG,./Images/Fire/RGB/00195.JPG
2022:10:27 19:16:19,42.863495,-121.13886266666667,1627.083,00196.JPG,./Images/Fire/RGB/00196.JPG
2022:10:27 19:16:21,42.86357808333334,-121.13899302777779,1627.113,00197.JPG,./Images/Fire/RGB/00197.JPG
2022:10:27 19:16:23,42.863650444444445,-121.13921125,1627.117,00198.JPG,./Images/Fire/RGB/00198.JPG
2022:10:27 19:16:25,42.86377186111111,-121.13945183333334,1627.045,00199.JPG,./Images/Fire/RGB/00199.JPG
2022:10:27 19:16:27,42.863917694444446,-121.13973283333334,1627.034,00200.JPG,./Images/Fire/RGB/00200.JPG
2022:10:27 19:16:29,42.864075444444445,-121.14004427777779,1627.084,00201.JPG,./Images/Fire/RGB/00201.JPG
2022:10:27 19:16:31,42.86423719444445,-121.1403708888889,1627.021,00202.JPG,./Images/Fire/RGB/00202.JPG
2022:10:27 19:16:33,42.86438444444445,-121.14071150000001,1627.071,00203.JPG,./Images/Fire/RGB/00203.JPG
2022:10:27 19:16:35,42.86454258333333,-121.14101186111112,1627.133,00204.JPG,./Images/Fire/RGB/00204.JPG
2022:10:27 19:16:41,42.865079305555554,-121.14159730555556,1627.035,00205.JPG,./Images/Fire/RGB/00205.JPG
2022:10:27 19:16:43,42.865122722222225,-121.14192013888889,1627.06,00206.JPG,./Images/Fire/RGB/00206.JPG
2022:10:27 19:16:45,42.865162222222224,-121.14227775,1627.053,00207.JPG,./Images/Fire/RGB/00207.JPG
2022:10:27 19:16:47,42.865202805555555,-121.14265355555557,1627.117,00208.JPG,./Images/Fire/RGB/00208.JPG
2022:10:27 19:16:49,42.865246500000005,-121.14304697222222,1627.119,00209.JPG,./Images/Fire/RGB/00209.JPG
2022:10:27 19:16:51,42.86528763888889,-121.14341858333334,1627.17,00210.JPG,./Images/Fire/RGB/00210.JPG
2022:10:27 19:16:53,42.86532663888889,-121.14376780555556,1627.074,00211.JPG,./Images/Fire/RGB/00211.JPG
2022:10:27 19:16:55,42.86536341666667,-121.14410477777778,1627.146,00212.JPG,./Images/Fire/RGB/00212.JPG
2022:10:27 19:17:13,42.865401472222224,-121.14446180555557,1624.791,00213.JPG,./Images/Fire/RGB/00213.JPG
2022:10:27 19:17:15,42.86544213888889,-121.14445005555557,1624.769,00214.JPG,./Images/Fire/RGB/00214.JPG
2022:10:27 19:17:17,42.86558936111111,-121.14438875,1624.805,00215.JPG,./Images/Fire/RGB/00215.JPG
2022:10:27 19:17:19,42.86574802777778,-121.14425108333334,1624.779,00216.JPG,./Images/Fire/RGB/00216.JPG
2022:10:27 19:17:21,42.86591788888889,-121.14417866666668,1624.728,00217.JPG,./Images/Fire/RGB/00217.JPG
2022:10:27 19:17:28,42.86604691666667,-121.14420836111111,1624.78,00218.JPG,./Images/Fire/RGB/00218.JPG
2022:10:27 19:17:31,42.866136805555556,-121.1441621388889,1624.821,00219.JPG,./Images/Fire/RGB/00219.JPG
2022:10:27 19:17:34,42.86631994444445,-121.14392919444445,1624.819,00220.JPG,./Images/Fire/RGB/00220.JPG
2022:10:27 19:17:37,42.866582972222226,-121.14359163888889,1624.822,00221.JPG,./Images/Fire/RGB/00221.JPG
2022:10:27 19:17:40,42.86691455555555,-121.14329733333334,1624.842,00222.JPG,./Images/Fire/RGB/00222.JPG
2022:10:27 19:17:43,42.86712411111111,-121.14291275000001,1624.796,00223.JPG,./Images/Fire/RGB/00223.JPG
2022:10:27 19:17:46,42.86734966666667,-121.1426216388889,1624.824,00224.JPG,./Images/Fire/RGB/00224.JPG
2022:10:27 19:17:49,42.86762138888889,-121.14239027777778,1624.835,00225.JPG,./Images/Fire/RGB/00225.JPG
2022:10:27 19:17:52,42.867692222222225,-121.14196819444444,1625.028,00226.JPG,./Images/Fire/RGB/00226.JPG
2022:10:27 19:17:55,42.86790411111111,-121.14173027777778,1624.99,00227.JPG,./Images/Fire/RGB/00227.JPG
2022:10:27 19:17:58,42.86803616666667,-121.1413936388889,1624.94,00228.JPG,./Images/Fire/RGB/00228.JPG
2022:10:27 19:18:01,42.86815738888889,-121.14104041666667,1625.06,00229.JPG,./Images/Fire/RGB/00229.JPG
2022:10:27 19:18:04,42.86841780555556,-121.14074733333334,1625.072,00230.JPG,./Images/Fire/RGB/00230.JPG
2022:10:27 19:18:07,42.8684885,-121.14032991666667,1625.178,00231.JPG,./Images/Fire/RGB/00231.JPG
2022:10:27 19:18:10,42.86864436111111,-121.139959,1625.13,00232.JPG,./Images/Fire/RGB/00232.JPG
2022:10:27 19:18:13,42.86860791666667,-121.1395371388889,1625.221,00233.JPG,./Images/Fire/RGB/00233.JPG
2022:10:27 19:18:16,42.86864958333334,-121.13910397222223,1625.17,00234.JPG,./Images/Fire/RGB/00234.JPG
2022:10:27 19:18:19,42.86878675,-121.138732,1625.198,00235.JPG,./Images/Fire/RGB/00235.JPG
2022:10:27 19:18:22,42.868696916666664,-121.138304,1625.181,00236.JPG,./Images/Fire/RGB/00236.JPG
2022:10:27 19:18:25,42.868532944444446,-121.13784880555556,1624.903,00237.JPG,./Images/Fire/RGB/00237.JPG
2022:10:27 19:18:28,42.8684325,-121.13739352777779,1624.854,00238.JPG,./Images/Fire/RGB/00238.JPG
2022:10:27 19:18:31,42.86843255555556,-121.13688452777778,1624.185,00239.JPG,./Images/Fire/RGB/00239.JPG
2022:10:27 19:18:34,42.868647,-121.13649269444446,1621.529,00240.JPG,./Images/Fire/RGB/00240.JPG
2022:10:27 19:18:37,42.86871686111111,-121.13612952777778,1621.463,00241.JPG,./Images/Fire/RGB/00241.JPG
2022:10:27 19:18:40,42.868580666666666,-121.13578658333334,1621.539,00242.JPG,./Images/Fire/RGB/00242.JPG
2022:10:27 19:18:43,42.868371555555555,-121.13543080555556,1621.467,00243.JPG,./Images/Fire/RGB/00243.JPG
2022:10:27 19:18:46,42.86805361111111,-121.13510644444445,1621.487,00244.JPG,./Images/Fire/RGB/00244.JPG
2022:10:27 19:18:49,42.86770502777778,-121.13491266666668,1621.493,00245.JPG,./Images/Fire/RGB/00245.JPG
2022:10:27 19:18:55,42.86750419444444,-121.1349438888889,1621.435,00246.JPG,./Images/Fire/RGB/00246.JPG
2022:10:27 19:18:58,42.867330305555555,-121.13479025000001,1621.517,00247.JPG,./Images/Fire/RGB/00247.JPG
2022:10:27 19:19:01,42.86706913888889,-121.13469527777778,1621.49,00248.JPG,./Images/Fire/RGB/00248.JPG
2022:10:27 19:21:31,42.86755383333333,-121.13597502777779,1622.047,00249.JPG,./Images/Fire/RGB/00249.JPG
2022:10:27 19:21:34,42.86750063888889,-121.13594661111112,1621.961,00250.JPG,./Images/Fire/RGB/00250.JPG
2022:10:27 19:21:41,42.867439194444444,-121.13590761111112,1621.981,00251.JPG,./Images/Fire/RGB/00251.JPG
2022:10:27 19:21:44,42.86735486111111,-121.13582952777779,1621.971,00252.JPG,./Images/Fire/RGB/00252.JPG
2022:10:27 19:21:47,42.86708219444444,-121.13564811111112,1621.992,00253.JPG,./Images/Fire/RGB/00253.JPG
